,GeneName,Slope,P-value,FDR
1102,INPP5B,-0.09691074321504,0.010076884114000376,0.11525295628839351
1103,RNU6-584P,0.015180815282981422,0.3001407315892576,0.6946959545149318
1104,SF3A3,-0.02335411866967548,0.4214798692226023,0.7885669743190319
1105,RNU6-510P,0.06799291165940265,0.2209578569250793,0.6098868050540887
1106,FHL3,-0.13753929783720015,0.03197192054096215,0.22700105165459822
1107,UTP11,0.03395880938216219,0.3642388604383229,0.7430087481318528
1108,POU3F1,-0.22581817104275403,0.017345749020407728,0.15917618600136135
1109,RP5-884C9.2,-0.02339163163533916,0.5230796960313688,0.8306033005492651
1110,RP5-884C9.3,-0.009796813050779351,0.3814570377702948,0.7565118830949953
1111,MIR3659,-0.002160210181038083,0.4768112374906378,0.800266506990466
1112,LINC01343,0.006258797562039862,0.9211158758198917,1.0
1113,RP11-329N22.2,0.007320834992550704,0.7979520398272133,0.9744714618313587
1114,RNU6-753P,0.0,,1.0
1115,LINC01685,-0.05589929689405552,0.5095027583945168,0.8224313723318526
1116,RP11-334L9.1,-0.17053100783254926,0.11422428151391578,0.4547645840437347
1117,RRAGC,0.1364841831539644,0.003357416287180393,0.05987849393980791
1118,RP5-864K19.4,-0.03529994843301825,0.6164972920121272,0.8847714231584964
1119,MYCBP,0.147614380445588,0.025170842102592014,0.19698751882489507
1120,GJA9,0.08284689069689254,0.2718192128543291,0.6657314700827067
1121,RHBDL2,0.10916014634694671,0.22620394044138747,0.6146496200575494
1122,RNU6-605P,0.017217798556984586,0.040856526653995015,0.2622195512690919
1123,EIF1P2,-0.007254270975444297,0.4225934451384311,0.7894812592224087
1124,AKIRIN1,0.0736828146869248,0.07022009147542116,0.3527611331394305
1125,NDUFS5,-0.08460190146324338,0.11167940906516916,0.44946527848577683
1126,MACF1,0.10830272272279308,0.01969099601136108,0.1704489741208428
1127,RNU6-608P,-3.504199900039454e-05,0.9935905276930197,1.0
1128,RNA5SP44,0.002277622765947448,0.59921329817893,0.8742383979417432
1129,RP11-416A14.1,-0.15916884565444928,0.19874897154373972,0.5793329867783934
1130,RP11-420K8.1,0.06580517889803489,0.009017796646149143,0.10788944871938944
1131,HSPE1P8,-0.059923159773083545,0.2976660233245058,0.6924105648017138
1132,BMP8A,-0.17660496059753608,0.020147928044635287,0.17242760429733966
1133,OXCT2P1,-0.007637792264365159,0.9243826859123067,1.0
1134,RP11-69E11.4,-0.19718362160946978,0.006267266756416672,0.08650888160968369
1135,PPIEL,-0.21416602629901557,0.012836067567109305,0.13319646466900423
1136,PABPC4,-0.16091752418549876,0.0008236150623842667,0.02585195392353613
1137,SNORA55,-0.13162032115900002,0.03687542610423423,0.24598733301167813
1138,RP11-69E11.8,-0.012809258618141351,0.78439486142454,0.968794467882819
1139,HEYL,-0.048999589814373294,0.5930344955271167,0.8715123069833196
1140,RP1-144F13.3,0.0007676534293123973,0.957788821826028,1.0
1141,NT5C1A,0.02730409719407431,0.580194756876736,0.8645159343553953
1142,HPCAL4,-0.007762669894398236,0.9393143130057184,1.0
1143,PPIE,-0.0927948539604785,0.047085285620602026,0.2841862881221322
1144,RP1-144F13.4,0.013246250410594225,0.5475339185202097,0.8452372944196157
1145,RNU7-121P,-0.0008050210776717507,0.4768112374906378,0.800266506990466
1146,BMP8B,0.04905187067212711,0.3856026761701151,0.7603136050180909
1147,OXCT2,-0.09262231970987878,0.33711303300420636,0.7211144196888712
1148,RP1-118J21.25,0.10203065415756644,0.2935514386071177,0.6886789916819841
1149,RP1-118J21.24,0.004435970063659976,0.48197070788645924,0.8042322495173175
1150,TRIT1,0.01521361449143375,0.671534802268349,0.9133576386686499
1151,MYCL,0.07139302574226361,0.43394541951430365,0.7983133392459938
1152,RP1-118J21.5,0.03023231143385964,0.46578572059127,0.800266506990466
1153,MFSD2A,-0.23238431656433362,0.015833927508123402,0.15109347500847278
1154,RP3-342P20.2,-0.14406801795833984,0.1785920065129922,0.5489241008267027
