-54.71139,158.88217
-54.75389,158.87967
-54.7525,158.83691
-54.74973,158.83331
-54.73889,158.82886
-54.73333,158.82886
-54.71056,158.82996
-54.66889,158.83386
-54.62361,158.8483
-54.52,158.89108
-54.49472,158.90665
-54.47472,158.95746
-54.47805,158.96329
-54.54611,158.95245
-54.55222,158.95136
-54.57639,158.94553
-54.59972,158.93829
-54.605,158.9361
-54.61611,158.93109
-54.66333,158.9061
-54.6875,158.88831
-54.69917,158.88471
-54.71139,158.88217

-43.39806,147.36273
-43.50056,147.32221
-43.50528,147.31912
-43.51195,147.31052
-43.51334,147.30277
-43.49167,147.23914
-43.50167,147.17554
-43.42194,147.12302
-43.35445,147.19025
-43.26611,147.2872
-43.26195,147.29193
-43.26278,147.30026
-43.27028,147.30774
-43.37417,147.36246
-43.38583,147.36496
-43.39806,147.36273

-43.25362,147.42969
-43.26306,147.36163
-43.16444,147.29193
-43.15833,147.29193
-43.15278,147.29413
-43.10472,147.32718
-43.10056,147.33109
-43.07639,147.3544
-43.07362,147.35996
-43.11722,147.39471
-43.12222,147.39832
-43.21111,147.43082
-43.21666,147.43247
-43.24194,147.43274
-43.25362,147.42969

-42.66389,148.17053
-42.66722,148.1658
-42.66861,148.15915
-42.66917,148.15082
-42.66611,148.09775
-42.73222,148.04166
-42.75306,148.01416
-42.73111,148.00998
-42.65222,148.01111
-42.63167,148.01166
-42.62556,148.01361
-42.62138,148.01639
-42.61806,148.02109
-42.58833,148.07358
-42.58556,148.07941
-42.58861,148.12775
-42.59222,148.13245
-42.65222,148.17249
-42.65833,148.17331
-42.66389,148.17053

-42.35889,148.33331
-42.36028,148.32581
-42.33028,148.24829
-42.3275,148.24274
-42.3075,148.23273
-42.30194,148.23108
-42.29862,148.23578
-42.29667,148.24219
-42.29611,148.25055
-42.30167,148.29498
-42.31278,148.31912
-42.31639,148.32275
-42.34583,148.33829
-42.35084,148.34079
-42.35556,148.33801
-42.35889,148.33331

-40.82167,145.10773
-40.82306,145.12497
-40.80278,145.27499
-40.83861,145.32636
-40.84555,145.34497
-40.89278,145.53915
-40.98778,145.75137
-41.04278,145.87219
-41.14999,146.16943
-41.15611,146.18915
-41.15778,146.19721
-41.16055,146.22913
-41.17084,146.36969
-41.17223,146.39722
-41.17111,146.41361
-41.16639,146.44302
-41.16333,146.45773
-41.15361,146.48996
-41.14667,146.50833
-41.17528,146.5647
-41.18666,146.58609
-41.15556,146.58081
-41.14945,146.58109
-41.14555,146.58496
-41.09,146.65802
-41.0875,146.66275
-41.06945,146.72247
-41.07,146.74051
-41.07306,146.76416
-41.0775,146.77692
-41.08028,146.7822
-41.08389,146.78748
-41.0875,146.79108
-41.10751,146.80109
-41.13361,146.81024
-41.14056,146.80914
-41.14639,146.79999
-41.15194,146.79776
-41.15694,146.80026
-41.15972,146.80582
-41.16416,146.8183
-41.16834,146.85913
-41.16972,146.94107
-41.16639,146.9458
-41.16167,146.9433
-41.14195,146.92386
-41.135,146.91498
-41.13222,146.9097
-41.13,146.90332
-41.12695,146.88889
-41.12666,146.87079
-41.12417,146.84607
-41.12194,146.83997
-41.11611,146.82913
-41.11195,146.82385
-41.10778,146.82108
-41.09666,146.81802
-41.06389,146.8172
-41.05778,146.8183
-41.05361,146.82221
-41.03167,146.85663
-41.02639,146.86774
-41.02389,146.87412
-40.97639,147.01303
-40.97583,147.02109
-40.99194,147.08609
-40.99778,147.1058
-41.00501,147.12466
-41.00806,147.13916
-41.00973,147.15555
-41.00973,147.16361
-41.00806,147.17996
-41.00223,147.19913
-40.97639,147.35608
-41.01778,147.41248
-41.01778,147.42053
-41.0014,147.46191
-40.99,147.48303
-40.98639,147.48773
-40.97361,147.4997
-40.95333,147.51749
-40.92417,147.54166
-40.88417,147.5708
-40.87389,147.57553
-40.85472,147.58691
-40.8514,147.59134
-40.84333,147.608
-40.84139,147.61523
-40.82973,147.67163
-40.83195,147.67804
-40.84917,147.6922
-40.85333,147.6947
-40.86167,147.7019
-40.86528,147.70636
-40.89167,147.79553
-40.89389,147.81079
-40.89195,147.83441
-40.89056,147.84192
-40.88277,147.86746
-40.87472,147.88471
-40.86861,147.89581
-40.85778,147.90775
-40.84084,147.92163
-40.82723,147.93082
-40.81695,147.93637
-40.80111,147.9422
-40.78944,147.94608
-40.76556,147.94998
